 #,Geo_ID,Geo_Feature,Geography_Name,Geography_Type,LE_birth,LE_birth_LCL,LE_birth_UCL,Overall_MR,Overall_MR_LCL,Overall_MR_UCL,COVID_a,COVID_a_LCL,COVID_a_UCL,Poor_health,Poor_health_LCL,Poor_health_UCL,Poor_health_EST,MHI,MHI_LCL,MHI_UCL,100_FPL_Pop,100_FPL_Pct,200_FPL_Pop,200_FPL_Pct,100_FPL_Child_Pop,100_FPL_Child_Pct,200_FPL_Child_Pop,200_FPL_Child_Pct,Poverty_PST,Edu_LessHS_Pop,Edu_HSGrad_Pop,Edu_College_Pop,Edu_Bach_Pop,Edu_LessHS_Pct,Edu_LessHS_Pct_LCL,Edu_LessHS_Pct_UCL,Edu_HSGrad_Pct,Edu_HSGrad_Pct_LCL,Edu_HSGrad_Pct_UCL,Edu_College_Pct,Edu_College_Pct_LCL,Edu_College_Pct_UCL,Edu_Bach_Pct,Edu_Bach_Pct_LCL,Edu_Bach_Pct_UCL,Preschool,Preschool_LCL,Preschool_UCL,Grade3_Eng,Grade3_Eng_LCL,Grade3_Eng_UCL,Grade3_Math,Grade3_Math_LCL,Grade3_Math_UCL,Diff_Child_C,Diff_Child_C_LCL,Diff_Child_C_UCL,Diff_Child_C_EST,Voting,Voting_LCL,Voting_UCL,SE_Support,SE_Support_LCL,SE_Support_UCL,SE_Support_EST
0,hp_target,Healthy People 2030 Target,Healthy People 2030 Target,Healthy People 2030 Target,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,csa_la_west_hills,Los Angeles - West Hills,Los Angeles - West Hills,Los Angeles City Neighborhood,81.1,79.7,82.4,686.6,618.3,754.8,269.6,228.8,310.4,9.5,7.6,11.5,small area estimate,132398,122345,142451,2112,5.6,5274,14.1,383,5.7,1095,16.2,0,2103,4604,8898,16596,6.5,5.1,7.9,14.3,12.4,16.2,27.6,25.2,30.1,51.5,48.8,54.3,65.5,51.3,79.7,61.1,56.9,65.2,60.6,56.5,64.8,,,,,80.8,80.3,81.3,72.9,69.7,76.1,small area estimate
232,csa_la_west_los_angeles,Los Angeles - West Los Angeles,Los Angeles - West Los Angeles,Los Angeles City Neighborhood,84.9,83,86.7,462.9,394.9,530.9,233.4,183.5,283.3,6.2,4.4,8,small area estimate,101652,89921,113382,4236,11.7,9378,25.9,528,12.8,1225,29.7,0,1410,2439,4875,20319,4.9,3.2,6.5,8.4,6.5,10.3,16.8,14.3,19.3,70,66.6,73.3,53.9,27.6,80.3,61.3,53.9,68.7,60.7,53.3,68.1,,,,,77,76.5,77.5,64.7,60.8,68.6,small area estimate
233,csa_la_west_vernon,Los Angeles - West Vernon,Los Angeles - West Vernon,Los Angeles City Neighborhood,74.5,73,76,992.1,895.9,1088.4,612.1,537.9,686.4,15.8,13,18.6,small area estimate,61348,55372,67325,11293,22.9,26102,53,3879,33.1,8467,72.2,67.4,15750,9178,8055,4377,42.2,39.6,44.7,24.6,22.5,26.6,21.6,19.7,23.4,11.7,9.9,13.6,44.9,30.9,58.9,27,21.9,32.2,25.6,20.6,30.6,,,,,57.7,57.1,58.3,55.3,50.8,59.9,small area estimate
234,csa_la_westchester,Los Angeles - Westchester,Los Angeles - Westchester,Los Angeles City Neighborhood,83.7,82.5,84.9,536.8,477.6,596,162.8,129.3,196.2,5.1,3.6,6.5,small area estimate,133352,122878,143826,2608,5.2,6402,12.8,436,6.1,1010,14.1,0,968,2706,9414,22617,2.7,1.7,3.8,7.6,6.3,8.8,26.4,23.5,29.2,63.3,61.1,65.6,62.3,46.3,78.3,58.6,53,64.3,58.8,53.2,64.4,,,,,79.6,79.2,80,70.5,67.1,73.9,small area estimate
235,csa_la_westlake,Los Angeles - Westlake,Los Angeles - Westlake,Los Angeles City Neighborhood,76.1,74.4,77.9,859.3,780.4,938.1,834.2,753.4,915.1,35,24.8,45.2,small area estimate,40957,37470,44444,18794,34.3,37785,69,6097,53.4,9451,82.8,92.7,16444,7443,6771,9249,41.2,38.1,44.3,18.7,16.6,20.7,17,15.3,18.6,23.2,20.7,25.7,43,29.1,56.8,25.1,21,29.1,32.4,28.1,36.7,,,,,63.2,62.5,63.9,43.6,38.3,49,small area estimate
236,csa_la_westwood,Los Angeles - Westwood,Los Angeles - Westwood,Los Angeles City Neighborhood,84.4,83.3,85.6,537.1,475.1,599.2,91.6,68.2,114.9,6.9,4.7,9,small area estimate,62736,55540,69931,11049,20,17844,32.3,788,17.8,1395,31.4,23.5,966,2063,3250,18710,3.9,2,5.8,8.3,5.6,10.9,13,11.3,14.7,74.9,71.9,77.8,83.4,73.6,93.1,84.9,79.3,90.5,85.5,80.1,90.8,,,,,71.1,70.6,71.6,61.3,57.2,65.5,small area estimate
237,csa_la_wholesale_district,Los Angeles - Wholesale District,Los Angeles - Wholesale District,Los Angeles City Neighborhood,73.9,71.3,76.6,879.6,788.1,971.1,527.8,448.9,606.7,23.6,19.8,27.4,small area estimate,63657,53310,74004,11654,29.9,20085,51.5,1892,42.8,3326,75.2,63.9,9298,7169,7300,7116,30.1,27.1,33.2,23.2,20.2,26.2,23.6,21.2,26,23,20.6,25.5,,,,34,30.2,37.7,38.2,34.3,42,,,,,54,53.3,54.7,47.3,42.4,52.3,small area estimate
238,csa_la_wilmington,Los Angeles - Wilmington,Los Angeles - Wilmington,Los Angeles City Neighborhood,76.8,75.3,78.3,827.3,739.4,915.3,347.7,293.1,402.2,18.1,14.2,21.9,small area estimate,60221,53578,66864,10164,20.2,24930,49.6,3856,30.2,8763,68.7,42.6,12753,9393,7362,2524,39.8,37.1,42.6,29.3,27.2,31.5,23,21.1,24.9,7.9,6.6,9.2,52.1,39.7,64.5,27.9,24.3,31.5,30.2,26.5,33.9,,,,,59.9,59.3,60.5,54.9,49.7,60.2,small area estimate
239,csa_la_wilshire_center,Los Angeles - Wilshire Center,Los Angeles - Wilshire Center,Los Angeles City Neighborhood,85.7,83.3,88.2,467.4,408.8,526.1,333.9,282.3,385.5,22.8,18.7,27,small area estimate,51729,47270,56187,10006,21,22602,47.5,2308,29.6,5013,64.2,48.6,8689,5757,6798,12541,25.7,23.1,28.3,17,14.7,19.3,20.1,18,22.3,37.1,33.8,40.5,49.5,29.5,69.6,48.7,44.5,52.9,50.4,46.3,54.4,,,,,66.9,66.3,67.5,46.8,41.9,51.7,small area estimate
240,csa_la_winnetka,Los Angeles - Winnetka,Los Angeles - Winnetka,Los Angeles City Neighborhood,79.1,77.8,80.3,770.6,693.3,847.9,294.2,246,342.4,15.6,12.4,18.8,small area estimate,80142,71889,88394,8724,18.2,19948,41.7,2306,24,5280,54.8,0,7750,7797,8367,9928,22.9,20.5,25.3,23,20.8,25.3,24.7,22.7,26.7,29.3,27.1,31.5,50.6,38.4,62.8,41.3,36.7,45.9,37.6,33.1,42.1,,,,,72.8,72.3,73.3,62.7,59,66.4,small area estimate
241,csa_la_woodland_hills,Los Angeles - Woodland Hills,Los Angeles - Woodland Hills,Los Angeles City Neighborhood,82.9,81.8,84,571.4,525,617.8,149.8,126.4,173.1,9,7.1,10.9,small area estimate,121974,112933,131015,5937,8.5,13117,18.7,1113,8.6,2486,19.3,0,1897,6301,12757,26725,4,3,5,13.2,11.4,15,26.8,24.6,29,56.1,53.7,58.4,67,56.5,77.5,55.6,51.2,60.1,55.9,51.4,60.3,,,,,79.6,79.2,80,73.7,70.3,77.1,small area estimate
244,csa_unincorp_altadena,Unincorporated - Altadena,Unincorporated - Altadena,Unincorporated Los Angeles County,82.1,80.7,83.6,592.2,530.3,654,209.3,172.5,246.1,10,8,11.9,small area estimate,132447,119110,145784,2474,6,5384,13,541,7.2,1254,16.8,0,2473,4371,8083,16387,7.9,6.1,9.7,14,11.6,16.3,25.8,23.1,28.5,52.3,50.1,54.5,73.2,56.4,90,47.6,42.4,52.8,51.3,46,56.5,,,,,80.4,80,80.8,74.5,71.3,77.6,small area estimate
249,csa_unincorp_athens_westmont,Unincorporated - Athens-Westmont,Unincorporated - Athens-Westmont,Unincorporated Los Angeles County,74.8,73.1,76.4,933.5,838.3,1028.8,428.9,363.3,494.6,16.7,13.3,20.2,small area estimate,57499,50577,64421,10734,25.1,23361,54.6,3917,35.6,8057,73.2,71.5,7477,7659,8209,3510,27.8,25,30.7,28.5,25.6,31.4,30.6,28.1,33,13.1,11.1,15.1,31.6,18.1,45.1,17.6,13.5,21.8,23.9,19.3,28.6,,,,,58.3,57.7,58.9,58.1,53.1,63.1,small area estimate
257,csa_unincorp_castaic,Unincorporated - Castaic,Unincorporated - Castaic,Unincorporated Los Angeles County,82.6,80.8,84.4,613.6,493.3,733.9,212.1,141.9,282.4,5.7,4.1,7.2,small area estimate,110564,101882,119246,648,2.5,1651,6.3,162,3.6,397,8.8,0,2478,3570,5471,5523,14.5,12.4,16.7,20.9,18.5,23.4,32.1,29,35.3,32.4,29.2,35.6,50.8,30.1,71.5,44.3,38,50.5,47.8,41.5,54,,,,,83.2,82.6,83.8,75.2,71.3,79.1,small area estimate
271,csa_unincorp_east_los_angeles,Unincorporated - East Los Angeles,Unincorporated - East Los Angeles,Unincorporated Los Angeles County,79.1,78,80.2,716.8,665.9,767.7,558.2,513.3,603.1,16.4,13.7,19.1,small area estimate,64437,60452,68422,20650,17.7,52156,44.6,7474,26.1,18197,63.5,30.3,33725,18651,15364,8471,44.3,42.4,46.1,24.5,22.7,26.2,20.2,18.9,21.4,11.1,10,12.2,40.4,31.2,49.5,29.9,27.5,32.3,33.3,30.9,35.8,,,,,65.2,64.8,65.6,56.4,52.4,60.3,small area estimate
278,csa_unincorp_florence_firestone,Unincorporated - Florence-Firestone,Unincorporated - Florence-Firestone,Unincorporated Los Angeles County,76.2,74.7,77.8,853.8,767.9,939.8,649.5,574.6,724.4,18.5,15.4,21.6,small area estimate,57402,52958,61846,14438,23.5,35053,57,5820,33.6,13325,76.9,68.2,19755,8793,6185,2553,53,50.7,55.2,23.6,21.1,26.1,16.6,14.7,18.5,6.8,5.7,8,42.5,30,54.9,27,23.8,30.1,33.4,30,36.8,,,,,56.2,55.6,56.8,54,49.7,58.4,small area estimate
281,csa_unincorp_hacienda_heights,Unincorporated - Hacienda Heights,Unincorporated - Hacienda Heights,Unincorporated Los Angeles County,81.4,79.9,82.9,611.4,556.6,666.2,190.8,160.5,221,12.3,10,14.6,small area estimate,104081,97051,111112,4298,8.2,9893,18.9,990,10.7,2250,24.3,0,5495,9142,11325,14121,13.7,12.2,15.3,22.8,20.8,24.8,28.3,25.8,30.7,35.2,33.5,36.9,41.5,25,58,59.2,55.3,63.2,64.8,60.9,68.6,,,,,76.6,76.1,77.1,60.5,55.8,65.2,small area estimate
309,csa_unincorp_northeast_san_gabriel,Unincorporated - Northeast San Gabriel,Unincorporated - Northeast San Gabriel,Unincorporated Los Angeles County,83.8,82,85.6,534.6,452.6,616.7,160.2,115.8,204.5,12.8,10.8,14.9,small area estimate,95675,85823,105526,2060,9.3,4859,22,458,11.4,1041,25.9,0,2560,4481,5239,9158,11.9,9.3,14.6,20.9,18.1,23.7,24.4,21.7,27.1,42.7,39.8,45.7,63.3,44.6,82,66.2,58.4,74,76.2,69.2,83.2,,,,,77.6,76.9,78.3,60.2,56.5,63.9,small area estimate
323,csa_unincorp_rowland_heights,Unincorporated - Rowland Heights,Unincorporated - Rowland Heights,Unincorporated Los Angeles County,81.4,80,82.8,626.7,566.4,687,187.8,155.4,220.2,16.1,13.2,18.9,small area estimate,96241,88355,104127,4792,10.2,11270,23.9,1037,12.7,2560,31.4,0,5408,8891,8970,14586,14.3,12.4,16.2,23.5,21.3,25.7,23.7,21.7,25.7,38.5,36.2,40.8,53.1,39,67.3,50.7,45.6,55.8,54.7,49.6,59.7,,,,,74.5,74,75,53.6,47.6,59.6,small area estimate
337,csa_unincorp_south_whittier,Unincorporated - South Whittier,Unincorporated - South Whittier,Unincorporated Los Angeles County,79.6,78.3,81,718.3,645.4,791.1,379,327.7,430.4,10.6,8.4,12.8,small area estimate,98016,91819,104212,4512,8.1,11713,21.1,1487,11.9,3875,31,0,6264,12134,12144,6530,16.9,14.8,19,32.7,30,35.4,32.8,30.6,34.9,17.6,15.8,19.4,40.9,26.7,55.1,47.4,42.9,52,48.8,44.3,53.3,,,,,73,72.5,73.5,69.9,66,73.8,small area estimate
339,csa_unincorp_stevenson_ranch,Unincorporated - Stevenson Ranch,Unincorporated - Stevenson Ranch,Unincorporated Los Angeles County,84.4,82.1,86.8,516.4,405.3,627.4,119.4,65.7,173,4.8,3.2,6.5,small area estimate,148208,123189,173227,1018,4.8,2296,10.8,241,5.4,541,12.1,0,426,1605,4137,7525,3.1,1.5,4.7,11.7,8.2,15.3,30.2,25.9,34.5,55,49.2,60.7,58.6,41.5,75.7,77.8,72.6,82.9,84.5,80.1,89,,,,,83.2,82.6,83.8,70.3,66.8,73.9,small area estimate
345,csa_unincorp_valinda,Unincorporated - Valinda,Unincorporated - Valinda,Unincorporated Los Angeles County,80,77.8,82.2,694.2,583.9,804.6,476.5,385.8,567.2,13.3,11,15.5,small area estimate,99260,88184,110337,1745,7.9,4480,20.3,540,11.3,1413,29.6,0,4766,5331,4200,2990,27.6,24.1,31,30.8,28,33.6,24.3,21.9,26.7,17.3,15.1,19.5,51,26.8,75.1,32.3,25.7,38.9,29.7,23.2,36.1,,,,,70.1,69.3,70.9,66.1,62,70.1,small area estimate
350,csa_unincorp_west_carson,Unincorporated - West Carson,Unincorporated - West Carson,Unincorporated Los Angeles County,80.8,78.4,83.1,658.6,575.1,742,570.7,492.2,649.2,11.2,8.6,13.7,small area estimate,91513,76532,106494,1792,8.1,4307,19.4,361,10.6,887,26,0,2450,4234,4723,6149,14,10.3,17.6,24.1,19.4,28.9,26.9,23.8,30,35,31.6,38.5,49.2,31.1,67.2,41.6,33.4,49.7,50,41.8,58.2,,,,,73.3,72.6,74,64.2,59.5,68.9,small area estimate
355,csa_unincorp_west_whittier_los_nietos,Unincorporated - West Whittier/Los Nietos,Unincorporated - West Whittier/Los Nietos,Unincorporated Los Angeles County,77.3,75.4,79.2,845.7,739,952.5,436.5,360.8,512.1,11.4,8.9,13.8,small area estimate,87346,79579,95113,2591,10.1,6685,26,836,15.4,2148,39.7,0,4927,5577,5842,3343,25,21.6,28.4,28.3,25,31.6,29.7,26.5,32.9,17,14.7,19.3,,,,44.9,39.4,50.3,48.3,42.8,53.8,,,,,73.8,73.1,74.5,68.2,64,72.4,small area estimate
361,csa_unincorp_willowbrook,Unincorporated - Willowbrook,Unincorporated - Willowbrook,Unincorporated Los Angeles County,75.2,73.3,77.1,891.9,784.9,998.9,492,411.1,572.9,14.8,12,17.5,small area estimate,62005,51116,72894,7180,20.4,16109,45.8,2674,28.7,5505,59,40,6964,4479,5304,2622,36,32.3,39.6,23.1,19.3,27,27.4,23.9,30.9,13.5,10.7,16.3,52.1,29.7,74.6,30.5,25.9,35.2,38,33.1,42.8,,,,,59.7,59,60.4,61.7,57.2,66.2,small area estimate
363,lacd_1,1,Council District 1,Los Angeles City Council District,81,80.2,81.8,635.6,605,666.3,503.7,475.9,531.6,24.1,19.3,28.9,small area estimate,60747,57964,63531,59470,24.2,132559,53.8,16880,36.8,32503,70.9,61.1,61953,36556,34821,52617,33.3,32.1,34.5,19.7,18.7,20.6,18.7,17.9,19.6,28.3,27.1,29.4,52.3,44,60.5,35.3,33.2,37.3,38.8,36.7,40.8,,,,,68.7,68.4,69,49.3,45.2,53.4,small area estimate
364,lacd_2,2,Council District 2,Los Angeles City Council District,80.8,80.1,81.4,676.2,644.3,708.1,376.3,352.3,400.3,13.8,10.9,16.7,small area estimate,71657,69044,74271,37780,15.3,87061,35.3,8793,19.8,20608,46.3,4.9,32571,34771,50220,63412,18,17,19,19.2,18.2,20.2,27.7,26.7,28.8,35,33.9,36.2,51.8,44.6,58.9,40.9,38.6,43.2,42.9,40.6,45.1,,,,,72.5,72.3,72.7,59.5,55.5,63.5,small area estimate
365,lacd_3,3,Council District 3,Los Angeles City Council District,80.5,79.9,81.1,667.8,639.1,696.5,336.7,315.7,357.7,12.6,10.2,15,small area estimate,94377,90687,98066,31543,12.8,72628,29.4,7910,16.3,18540,38.2,0,28343,35130,48519,69786,15.6,14.6,16.6,19.3,18.3,20.3,26.7,25.6,27.8,38.4,37.3,39.5,53.4,47.1,59.8,42.7,40.4,45,43.1,40.8,45.4,,,,,74.9,74.7,75.1,66.1,62.8,69.5,small area estimate
366,lacd_4,4,Council District 4,Los Angeles City Council District,83,82.4,83.6,555.3,530.3,580.4,210.5,194.9,226,9.7,8.1,11.4,small area estimate,114748,110522,118974,20985,8.2,48212,18.8,3641,9,8704,21.5,0.9,12111,23343,46593,120759,6,5.4,6.5,11.5,10.7,12.3,23,21.9,24,59.5,58.4,60.7,72.6,66.3,78.8,65.6,63.2,68.1,67.5,65.1,69.9,,,,,79.4,79.2,79.6,68.4,65.7,71.1,small area estimate
367,lacd_5,5,Council District 5,Los Angeles City Council District,84.2,83.6,84.8,503.2,478.6,527.7,209.5,193.7,225.3,8.1,6.7,9.4,small area estimate,106970,102871,111069,27680,10.7,55857,21.6,3244,9.1,7196,20.3,8.1,8741,16272,30255,123049,4.9,4.3,5.5,9.1,8.4,9.9,17,16.1,17.9,69,67.9,70.1,74.8,70.1,79.5,71.2,68.7,73.8,72,69.4,74.5,,,,,77.4,77.2,77.6,65.6,62.8,68.3,small area estimate
368,lacd_6,6,Council District 6,Los Angeles City Council District,79.9,79.1,80.6,676.5,643.9,709,528.8,498.6,559,15.8,12.7,19,small area estimate,67411,64895,69928,44916,17.9,105211,41.8,14399,26,31476,56.9,12.2,54738,41655,39650,34124,32.2,31,33.4,24.5,23.5,25.5,23.3,22.4,24.2,20.1,19.2,20.9,37.7,32.4,42.9,32,30,34,34.6,32.7,36.6,,,,,67.9,67.6,68.2,57.5,53.1,61.8,small area estimate
369,lacd_7,7,Council District 7,Los Angeles City Council District,79.3,78.6,79.9,718.2,686.3,750.2,481.2,454.3,508.2,12.5,9.8,15.3,small area estimate,84143,80917,87369,35526,13.8,86607,33.5,11441,20.3,27606,48.9,6.9,50340,43657,45321,35072,28.9,27.7,30,25,24.1,26,26,25,27,20.1,19.3,21,46.2,40,52.5,35.8,33.8,37.7,37.4,35.5,39.4,,,,,69.4,69.2,69.6,64.4,60,68.7,small area estimate
370,lacd_8,8,Council District 8,Los Angeles City Council District,73.8,73.2,74.5,1008,967.1,1049,418.8,392.1,445.4,15.9,13.1,18.6,small area estimate,56303,53438,59167,61560,25.3,132734,54.6,20449,36.3,39872,70.8,50.2,53448,41570,43433,25770,32.5,31.3,33.8,25.3,23.9,26.7,26.4,25.4,27.5,15.7,14.8,16.6,37.7,31.3,44,25.8,23.8,27.7,28.3,26.4,30.3,,,,,60,59.8,60.2,56.4,52,60.8,small area estimate
371,lacd_9,9,Council District 9,Los Angeles City Council District,76.8,76,77.6,828.5,785.5,871.6,642.9,604.5,681.3,18.4,15.2,21.6,small area estimate,50877,48493,53260,73571,29.1,161795,64,26452,40.4,53731,82.1,93.5,76238,35047,28674,13040,49.8,48.7,50.9,22.9,21.8,24,18.7,17.8,19.7,8.5,7.8,9.3,37.3,31.5,43.2,24.6,23.1,26.1,28.6,27.1,30.2,,,,,53.1,52.8,53.4,51.1,46,56.2,small area estimate
372,lacd_10,10,Council District 10,Los Angeles City Council District,80,79.4,80.7,667.4,637.8,697,349.2,327.4,371.1,18.1,15.8,20.3,small area estimate,61124,58346,63902,50079,19.6,110965,43.4,12166,26.9,26452,58.5,31,42790,38959,45607,62481,22.5,21.5,23.6,20.5,19.4,21.6,24,23,25,32.9,31.9,33.9,40.8,34.3,47.3,30,27.7,32.2,31.7,29.4,33.9,,,,,68,67.8,68.2,54.9,52,57.8,small area estimate
373,lacd_11,11,Council District 11,Los Angeles City Council District,85.1,84.5,85.7,463.8,440.8,486.7,131.8,119.2,144.4,5.4,3.9,6.9,small area estimate,134221,128802,139639,20018,7.6,45712,17.4,3419,8.8,7537,19.3,2,10002,16228,37575,134593,5,4.4,5.6,8.2,7.6,8.8,18.9,18,19.9,67.8,66.7,69,68,61,75.1,62.1,59.8,64.5,62.8,60.5,65.2,,,,,80,79.8,80.2,70.3,67.1,73.5,small area estimate
374,lacd_12,12,Council District 12,Los Angeles City Council District,81.1,80.5,81.7,653.2,626.4,679.9,253.3,237,269.5,9.6,7.7,11.6,small area estimate,116878,112752,121005,20431,8,47422,18.7,4281,9.4,10468,22.9,1.5,18911,34135,54163,83692,9.9,9.1,10.7,17.9,16.9,18.9,28.4,27.3,29.4,43.8,42.8,44.9,55.1,47.1,63,57.4,55.5,59.4,59.4,57.5,61.3,,,,,77.7,77.5,77.9,69.1,65.9,72.3,small area estimate
375,lacd_13,13,Council District 13,Los Angeles City Council District,81.9,81.2,82.6,570.6,543.8,597.4,340.5,319.6,361.4,17.2,14.3,20.1,small area estimate,71251,68790,73712,41753,16.7,92909,37.1,7499,21.9,17179,50.2,28.6,35631,34530,44241,88589,17.6,16.7,18.4,17,16.1,17.9,21.8,20.9,22.7,43.6,42.5,44.8,58.7,51.2,66.3,38,35.5,40.5,40.4,37.9,42.9,,,,,72.1,71.9,72.3,55.1,51.1,59.1,small area estimate
376,lacd_14,14,Council District 14,Los Angeles City Council District,80.4,79.6,81.3,653.1,624.5,681.7,442.6,417.9,467.2,19.5,16.4,22.5,small area estimate,71675,68759,74591,51468,20.1,112717,44.1,11592,26.4,26774,61,43.1,49962,36676,41547,60756,26.4,25.4,27.5,19.4,18.5,20.3,22,21.1,22.9,32.2,31,33.3,48.7,41.1,56.2,38.6,36.4,40.7,40.6,38.4,42.7,,,,,68.1,67.9,68.3,54.1,49.8,58.4,small area estimate
377,lacd_15,15,Council District 15,Los Angeles City Council District,78.1,77.4,78.8,751.9,717.8,786,307.2,285.2,329.2,14.7,12.5,16.9,small area estimate,70318,67431,73205,49053,19.6,109973,43.9,17738,29.6,36728,61.4,42.4,46093,43922,44760,35877,27,25.9,28.1,25.7,24.6,26.8,26.2,25.2,27.2,21,20.1,22,48.3,41.7,54.9,30.7,28.8,32.6,35.8,33.9,37.7,,,,,63.3,63,63.6,59.5,56.2,62.9,small area estimate
